sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,others,pooja room,store room,furnishing_type,luxury_score
sector 85,flat,godrej air,2.5,1379.0,18129.0,Carpet area: 18122 (1683.59 sq.m.),4,5,3+,16.0,North-East,Under Construction,,,18122.0,0,1,1,1,0,0,44
sector 43,house,sushant lok 1 builder floors,1.95,10077.0,1935.1,Plot area 215(179.77 sq.m.),3,4,3+,4.0,West,New Property,,1935.0,,1,0,0,0,0,0,78
sector 78,flat,umang monsoon breeze,0.75,6053.0,1239.0,Built Up area: 1239 (115.11 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,1,5.0,East,Undefined,,1239.0,1100.0,0,0,0,0,0,1,0
sector 36,flat,signature global park 4,0.72,6428.0,1120.0,Carpet area: 1120 (104.05 sq.m.),3,2,3,2.0,Na,Under Construction,,,1120.0,0,0,0,0,0,1,0
sector 63a,flat,birla navya,3.3,15348.0,2150.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,4.0,West,Under Construction,2150.0,,1200.0,1,0,0,0,0,1,52
sector 57,house,independent,6.25,2778.0,22498.2,Plot area 3100(2591.99 sq.m.)Built Up area: 2660 sq.yards (2224.1 sq.m.)Carpet area: 2500 sq.yards (2090.32 sq.m.),9,9,3+,3.0,North-East,New Property,,2660.0,2500.0,1,0,0,0,0,0,61
sector 85,flat,ss the leaf,2.13,7574.0,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,6.0,North,Relatively new property,2812.0,2600.0,2400.0,0,0,0,0,0,1,49
sector 92,flat,apartment,0.75,4687.0,1600.0,Carpet area: 1600 (148.64 sq.m.),3,4,3,2.0,East,Moderately New Property,,,1600.0,0,1,0,0,0,1,113
sector 12,house,bhawani enclave,0.42,8235.0,510.02,Plot area 565(52.49 sq.m.)Carpet area: 510 sq.ft. (47.38 sq.m.),3,3,0,2.0,East,New Property,,,510.0,0,0,0,1,0,1,0
sector 37c,flat,imperia the esfera,0.86,5449.0,1578.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2,3,3,9.0,South-East,Relatively new property,1578.0,,1310.0,0,1,1,0,0,1,49
sector 28,flat,dlf regency park,2.35,13224.0,1777.0,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,3,8.0,South-East,Old Property,1777.0,1700.0,1600.0,1,0,0,0,0,0,109
sector 83,flat,vatika boulevard residences and heights,1.42,8000.0,1775.0,Carpet area: 1775 (164.9 sq.m.),3,3,2,2.0,West,Relatively new property,,,1775.0,0,0,0,0,0,0,113
sector 108,flat,sobha city,2.9,14478.0,2003.0,Super Built up area 2003(186.08 sq.m.),3,4,2,11.0,North-East,Relatively new property,2003.0,,,0,0,0,0,0,1,108
sector 81,flat,dlf the ultima,2.3,14375.0,1600.0,Super Built up area 2132(198.07 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,3+,18.0,North-East,Relatively new property,2132.0,,1600.0,1,0,0,0,0,2,174
sector 90,flat,shree vardhman flora,0.7,5177.0,1352.0,Carpet area: 1352 (125.6 sq.m.),2,3,2,7.0,North,Relatively new property,,,1352.0,0,1,0,0,0,0,49
sector 49,house,uppal southend,6.75,290948.0,232.0,Plot area 232(21.55 sq.m.),12,12,3+,,West,Moderately New Property,,232.0,,1,1,1,1,0,0,49
sector 83,flat,sapphire eighty three,0.65,9286.0,700.0,Built Up area: 700 (65.03 sq.m.),1,1,0,6.0,Na,Undefined,,700.0,,0,0,0,0,0,1,0
sector 66,flat,emaar mgf the palm drive,3.98,18090.0,2200.0,Super Built up area 2200(204.39 sq.m.),3,4,3+,2.0,South-East,Moderately New Property,2200.0,,,1,0,0,0,0,0,123
sector 90,flat,shree vardhman flora,0.65,5000.0,1300.0,Super Built up area 1300(120.77 sq.m.),2,2,2,12.0,East,Old Property,1300.0,,,0,1,0,0,0,1,103
sector 92,flat,sare homes,0.82,5384.0,1523.0,Super Built up area 1523(141.49 sq.m.)Built Up area: 1221.18 sq.ft. (113.45 sq.m.),3,3,3+,12.0,West,Relatively new property,1523.0,1221.18,,0,0,0,0,0,1,114
sector 99a,flat,conscient habitat,0.35,6422.0,545.0,Carpet area: 545 (50.63 sq.m.),2,2,1,3.0,North-East,Relatively new property,,,545.0,0,0,0,0,0,1,62
sector 50,house,independent,10.45,38703.0,2700.05,Plot area 2700(250.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.),4,5,2,3.0,North,Moderately New Property,,4000.0,,1,1,0,1,0,0,142
sector 83,flat,vatika city homes,0.75,5660.0,1325.0,Super Built up area 1325(123.1 sq.m.),2,2,2,3.0,West,Relatively new property,1325.0,,,0,0,0,0,0,0,49
sector 72,flat,spaze privy,3.1,6692.0,4632.0,Super Built up area 4632(430.33 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4,5,3+,8.0,South,Moderately New Property,4632.0,,2300.0,1,1,0,1,1,1,136
sector 88a,flat,adani aangan arcade,0.45,7194.0,626.0,Carpet area: 625.47 (58.11 sq.m.),2,2,1,8.0,Na,New Property,,,625.490229,0,0,0,0,0,1,14
sector 24,house,independent,2.6,24074.0,1080.0,Plot area 120(100.34 sq.m.),4,4,3+,4.0,Na,Relatively new property,,1080.0,,0,1,0,1,1,2,0
sector 85,flat,ss the leaf,1.31,7987.0,1640.0,Carpet area: 1640 (152.36 sq.m.),2,2,2,5.0,West,Relatively new property,,,1640.0,1,0,0,0,0,1,89
sector 59,flat,conscient elevate,4.25,18518.0,2295.0,Super Built up area 2295(213.21 sq.m.),3,4,3,3.0,Na,Under Construction,2295.0,,,0,0,0,0,0,1,0
sector 69,flat,tulip white,0.91,6862.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3,2,2,12.0,Na,Moderately New Property,,,1326.0,0,0,0,0,0,1,43
sector 63a,flat,birla navya,3.5,25925.0,1350.0,Carpet area: 1350 (125.42 sq.m.),3,3,3,1.0,Na,Under Construction,,,1350.0,0,0,0,0,0,1,38
sector 55,flat,sidhivinayak apartments,1.9,10555.0,1800.0,Carpet area: 1800 (167.23 sq.m.),4,3,3+,9.0,North,Moderately New Property,,,1800.0,0,0,0,1,0,2,35
sector 89,flat,smart world gems,0.88,7978.0,1103.0,Built Up area: 1103 (102.47 sq.m.),2,2,0,2.0,Na,Undefined,,1103.0,,0,0,0,0,0,1,45
sector 37c,flat,ild grand centra,0.95,5220.0,1820.0,Built Up area: 1820 (169.08 sq.m.),3,1,0,0.0,Na,Undefined,,1820.0,,0,0,0,0,0,1,0
sector 93,flat,signature global orchard avenue,0.4,7359.0,544.0,Carpet area: 543.53 (50.5 sq.m.),2,2,2,11.0,Na,New Property,,,543.57695,0,0,0,0,0,1,37
sector 2,house,independent,1.15,19360.0,594.01,Plot area 66(55.18 sq.m.),3,3,2,2.0,South-East,Old Property,,594.0,,0,0,0,0,0,0,32
sector 90,flat,dlf regal gardens,1.17,6708.0,1744.0,Super Built up area 1744(162.02 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1290 sq.ft. (119.84 sq.m.),3,3,3,15.0,North,Relatively new property,1744.0,1630.0,1290.0,0,0,0,0,0,0,136
sector 69,flat,tulip violet,1.55,9822.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,0.0,West,Relatively new property,1578.0,,,0,0,0,1,0,0,129
sector 84,flat,alpha corp gurgaonone,0.85,6692.0,1270.0,Super Built up area 1270(117.99 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,2,3,6.0,West,Relatively new property,1270.0,,1050.0,0,0,0,0,0,0,28
sector 76,flat,whiteland blissville,1.92,11794.0,1628.0,Built Up area: 1628 (151.25 sq.m.),3,3,2,3.0,Na,Undefined,,1628.0,,0,0,0,0,0,1,61
sector 81,flat,signature global synera,0.48,8450.0,568.0,Super Built up area 657(61.04 sq.m.)Carpet area: 568 sq.ft. (52.77 sq.m.),2,2,1,7.0,South-East,Relatively new property,657.0,,568.0,0,0,0,0,0,0,70
sector 65,flat,emaar mgf emerald estate,1.3,20602.0,631.0,Super Built up area 1020(94.76 sq.m.)Carpet area: 631 sq.ft. (58.62 sq.m.),2,2,2,7.0,West,Relatively new property,1020.0,,631.0,0,1,0,0,0,1,78
sector 67,flat,ireo victory valley,3.65,13528.0,2698.0,Super Built up area 2698(250.65 sq.m.)Built Up area: 2490 sq.ft. (231.33 sq.m.),3,4,3+,18.0,North,Relatively new property,2698.0,2490.0,,1,0,0,1,0,0,61
sector 14,house,independent,5.0,22222.0,2250.02,Plot area 250(209.03 sq.m.),3,3,3,1.0,South,Moderately New Property,,2250.0,,0,0,0,0,0,1,25
sector 70a,flat,bptp astaire gardens,1.2,7058.0,1700.0,Super Built up area 1700(157.94 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.),3,3,3+,2.0,Na,Relatively new property,1700.0,1450.0,,0,0,0,0,0,2,38
sector 85,flat,ss the leaf,2.15,7645.0,2812.0,Super Built up area 2812(261.24 sq.m.),4,5,3+,1.0,South,Relatively new property,2812.0,,,1,0,0,0,0,1,165
sector 90,flat,dlf regal gardens,1.65,7449.0,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4,4,3+,8.0,East,Relatively new property,2215.0,1900.0,1700.0,0,0,1,0,0,1,79
sector 84,flat,antriksh heights,0.84,4869.0,1725.0,Super Built up area 1725(160.26 sq.m.),3,3,3+,8.0,Na,New Property,1725.0,,,0,0,0,1,0,1,60
sector 67,flat,ireo victory valley,2.99,11832.0,2527.0,Super Built up area 2527(234.77 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,3,3,4.0,East,Relatively new property,2527.0,2200.0,2100.0,1,0,0,0,0,0,37
sector 57,house,independent,8.0,266666.0,300.0,Plot area 300(27.87 sq.m.),5,4,3,2.0,North,Relatively new property,,300.0,,1,1,0,1,0,1,21
sector 108,flat,sobha city,3.75,14938.0,2510.0,Super Built up area 2343(217.67 sq.m.),3,3,2,16.0,North-East,New Property,2343.0,,,1,0,0,0,0,1,77
sector 102,flat,rof aalayas,0.45,8404.0,535.0,Super Built up area 597(55.46 sq.m.)Carpet area: 535.4 sq.ft. (49.74 sq.m.),2,2,1,14.0,North,Relatively new property,597.0,,535.4,0,0,0,0,0,2,57
sector 93,flat,spaze privvy the address,1.45,8033.0,1805.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,4,2,12.0,North-East,Relatively new property,1805.0,1350.0,1100.0,0,0,0,0,0,0,96
sector 109,flat,chintels paradiso,1.8,8866.0,2030.0,Super Built up area 2030(188.59 sq.m.)Carpet area: 1785 sq.ft. (165.83 sq.m.),3,3,2,0.0,East,Moderately New Property,2030.0,,1785.0,1,0,0,0,0,1,83
sector 63,house,signature global city 63a,1.5,6289.0,2385.12,Built Up area: 2385 (221.57 sq.m.),3,3,2,1.0,Na,New Property,,2385.0,,0,0,0,0,0,1,0
sector 55,house,independent,2.8,18667.0,1499.97,Built Up area: 1500 (139.35 sq.m.),4,4,0,2.0,Na,Undefined,,1500.0,,0,0,0,0,0,1,0
sector 7,house,independent,0.45,5000.0,900.0,Plot area 900(83.61 sq.m.),3,2,1,2.0,North-West,Old Property,,900.0,,0,0,1,0,0,1,12
sector 105,flat,uphaar residency 2,0.42,5600.0,750.0,Carpet area: 750 (69.68 sq.m.),3,2,1,0.0,East,Moderately New Property,,,750.0,0,0,1,0,0,1,7
sector 107,flat,signature global solera,0.36,6569.0,548.0,Super Built up area 548(50.91 sq.m.),2,2,1,9.0,South,Relatively new property,548.0,,,0,0,0,0,0,1,28
sector 113,flat,smartworld 1dxp,2.75,10589.0,2597.0,Carpet area: 2597 (241.27 sq.m.),4,4,3+,20.0,East,Under Construction,,,2597.0,1,1,0,1,0,2,57
sector 102,flat,shapoorji pallonji joyville gurugram,1.6,11700.0,1368.0,Built Up area: 1368 (127.09 sq.m.),2,2,3,14.0,Na,Moderately New Property,,1368.0,,0,0,0,0,0,1,0
sector 60,flat,ireo skyon,3.7,13214.0,2800.0,Super Built up area 2800(260.13 sq.m.),4,5,3,10.0,South,Relatively new property,2800.0,,,1,0,0,0,0,0,165
sector 28,flat,essel tower,2.2,12500.0,1760.0,Carpet area: 1760 (163.51 sq.m.),3,4,3+,3.0,Na,Moderately New Property,,,1760.0,1,0,0,0,0,2,0
sector 70,flat,shree vardhman victoria,1.64,8410.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,8.0,North-East,Relatively new property,1950.0,,1161.0,1,0,0,0,0,1,126
sector 105,house,independent,0.5,50000.0,100.0,Built Up area: 100 (9.29 sq.m.),2,2,0,1.0,Na,Undefined,,100.0,,0,0,0,0,0,1,0
sector 108,flat,experion the heartsong,2.0,7196.0,2779.0,Super Built up area 2779(258.18 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4,4,3+,10.0,North-East,Relatively new property,2779.0,2500.0,2300.0,1,0,0,1,0,0,174
sector 82a,flat,dlf the primus,2.95,11451.0,2576.0,Super Built up area 2576(239.32 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4,5,3+,10.0,North-East,Relatively new property,2576.0,,1700.0,1,0,0,0,0,2,174
sector 78,flat,umang monsoon breeze,0.69,5390.0,1280.0,Carpet area: 1280 (118.92 sq.m.),2,2,2,11.0,Na,Moderately New Property,,,1280.0,0,0,0,0,0,1,60
sector 17,house,independent,3.5,218750.0,160.0,Built Up area: 160 (14.86 sq.m.),6,6,3+,3.0,North-West,Undefined,,160.0,,0,0,0,0,0,1,0
sector 69,flat,tulip violet,1.85,9203.0,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,14.0,North-East,Relatively new property,2010.0,,,0,0,0,0,0,0,157
sector 113,flat,tata gurgaon gateway,6.0,9139.0,6565.0,Carpet area: 6565 (609.91 sq.m.),5,6,3+,24.0,North,Moderately New Property,,,6565.0,0,0,0,0,0,1,117
sector 65,flat,emaar mgf emerald floors premier,2.29,13878.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,4,3+,2.0,West,Relatively new property,,,1650.0,1,1,0,0,0,2,174
sector 70,flat,shree vardhman victoria,1.63,8358.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,12.0,East,Relatively new property,1950.0,,1161.0,1,0,0,0,0,1,43
sector 95,flat,rof ananda,0.2,5463.0,366.0,Carpet area: 366.08 (34.01 sq.m.),1,1,1,10.0,West,Relatively new property,,,366.08023899999995,0,0,0,0,0,1,82
sector 89,flat,tulip petals,1.55,10000.0,1550.0,Super Built up area 1550(144 sq.m.),3,2,3,6.0,East,Moderately New Property,1550.0,,,0,0,0,0,1,0,111
sector 86,flat,pyramid urban homes 2,0.44,7321.0,601.0,Carpet area: 601 (55.83 sq.m.),2,2,2,6.0,East,Relatively new property,,,601.0,0,0,0,0,0,0,63
sector 109,house,international city by sobha phase 1,12.0,20000.0,6000.0,Plot area 8000(743.22 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5,6,3,2.0,North-East,Relatively new property,,7000.0,6000.0,1,1,0,0,0,0,154
sector 71,flat,m3m sky lofts,0.9,13177.0,683.0,Built Up area: 683 (63.45 sq.m.),1,1,0,6.0,Na,New Property,,683.0,,0,0,0,0,0,1,77
sector 70a,flat,aipl the peaceful homes,2.5,11627.0,2150.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3+,15.0,North-East,Relatively new property,2150.0,,1350.0,0,0,1,0,0,0,174
sector 4,house,independent,0.61,100000.0,61.0,Plot area 61(5.67 sq.m.),2,2,2,2.0,South-East,Moderately New Property,,61.0,,0,0,1,0,0,1,14
sector 12,flat,ss residency,0.53,4818.0,1100.0,Super Built up area 1100(102.19 sq.m.),3,3,2,2.0,Na,Relatively new property,1100.0,,,0,0,0,0,0,0,14
sector 63,flat,dhoot time residency,3.0,18271.0,1642.0,Built Up area: 1642 (152.55 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3+,14.0,Na,Relatively new property,,1642.0,1500.0,1,0,0,0,0,0,0
sector 12,house,jacob pura,0.35,9722.0,360.01,Built Up area: 360 (33.45 sq.m.),2,1,0,,Na,Old Property,,360.0,,0,0,0,0,0,1,0
sector 72,flat,tata primanti,3.9,13425.0,2905.0,Super Built up area 2905(269.88 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4,4,3+,39.0,East,Relatively new property,2905.0,,2150.0,1,0,1,0,0,1,49
sector 26,house,independent,5.8,12837.0,4518.19,Plot area 502(419.74 sq.m.),4,4,3+,4.0,Na,Old Property,,4518.0,,0,0,0,0,0,1,38
sector 65,flat,m3m heights,2.86,14000.0,2043.0,Carpet area: 2040 (189.52 sq.m.),3,3,3,45.0,East,Under Construction,,,2040.0,1,0,0,0,0,1,48
sector 49,flat,orchid petals,1.9,10526.0,1805.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,2.0,South,Old Property,1805.0,1600.0,1400.0,0,0,1,0,0,0,49
sector 82,flat,vatika the seven lamps,0.94,6533.0,1439.0,Super Built up area 1435(133.32 sq.m.),2,2,3+,9.0,North,Relatively new property,1435.0,,,0,1,0,0,0,0,117
sector 2,house,independent,3.0,19268.0,1556.99,Plot area 173(144.65 sq.m.),6,4,3+,3.0,South,Old Property,,1557.0,,0,0,0,0,0,0,28
sector 85,flat,orris aster court premier,1.38,6509.0,2120.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),3,4,2,6.0,North-East,Relatively new property,2120.0,1616.0,,1,0,0,0,0,1,76
sector 37d,flat,bptp terra,1.5,8255.0,1817.0,Super Built up area 1811(168.25 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3,3,3,12.0,South-West,Relatively new property,1811.0,,1560.0,0,0,1,0,0,1,49
sector 70a,flat,aipl zen residences,1.65,13074.0,1262.0,Super Built up area 1262(117.24 sq.m.),2,2,3,23.0,North-West,New Property,1262.0,,,0,0,0,0,0,1,81
sector 88a,flat,godrej icon,1.65,9041.0,1825.0,Super Built up area 1825(169.55 sq.m.),3,3,3,12.0,Na,New Property,1825.0,,,0,0,0,0,0,1,60
sector 70,flat,shree vardhman victoria,1.8,9230.0,1950.0,Carpet area: 1950 (181.16 sq.m.),3,5,3,0.0,Na,New Property,,,1950.0,0,0,0,0,0,1,72
sector 37c,flat,piedmont taksila heights,1.05,4792.0,2191.0,Super Built up area 1920(178.37 sq.m.),3,3,3,7.0,Na,Relatively new property,1920.0,,,0,0,0,0,0,0,81
sector 86,flat,dlf the skycourt,1.58,8190.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,1,16.0,North,Relatively new property,1929.0,1750.0,1450.0,0,0,0,1,0,0,152
sector 57,house,independent,4.7,21759.0,2160.03,Plot area 240(200.67 sq.m.),3,3,2,2.0,North,Old Property,,2160.0,,1,0,1,0,0,1,43
sector 68,flat,m3m the marina,2.22,14322.0,1550.0,Super Built up area 1550(144 sq.m.),3,2,3,4.0,East,Relatively new property,1550.0,,,0,0,0,0,0,1,44
sohna road,flat,ashiana mulberry,0.9,6143.0,1465.0,Super Built up area 1465(136.1 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3+,7.0,North-East,Moderately New Property,1465.0,1100.0,1000.0,0,1,0,0,0,0,156
sohna road,flat,eldeco accolade,0.78,6170.0,1264.0,Super Built up area 1264(117.43 sq.m.),2,2,2,3.0,Na,Relatively new property,1264.0,,,0,0,0,0,0,1,72
sector 68,flat,supertech hues,0.8,6779.0,1180.0,Built Up area: 1180 (109.63 sq.m.),2,2,3+,14.0,Na,New Property,,1180.0,,0,0,0,0,0,0,26
sector 71,flat,signature andour heights,0.6,10000.0,600.0,Super Built up area 600(55.74 sq.m.)Carpet area: 514 sq.ft. (47.75 sq.m.),2,2,1,5.0,South-West,Relatively new property,600.0,,514.0,0,0,0,1,0,1,59
sector 83,flat,emaar palm gardens,1.8,9474.0,1900.0,Built Up area: 1900 (176.52 sq.m.),3,4,0,9.0,Na,Undefined,,1900.0,,0,0,0,0,0,1,55
sector 62,flat,emaar digihomes,2.15,14257.0,1508.0,Carpet area: 1508 (140.1 sq.m.),2,2,3,31.0,Na,Under Construction,,,1508.0,0,0,0,0,0,1,101
sector 48,house,vipul world,3.35,5583.0,6000.36,Built Up area: 6000 (557.42 sq.m.),6,5,3+,3.0,South,Undefined,,6000.0,,0,0,0,0,0,1,53
sector 69,flat,tulip violet,1.3,8283.0,1569.0,Super Built up area 1568(145.67 sq.m.),3,3,1,12.0,South-West,Relatively new property,1568.0,,,0,0,0,1,0,1,86
sector 27,house,independent,8.0,26298.0,3042.06,Plot area 338(282.61 sq.m.),9,9,3,4.0,North-East,Relatively new property,,3042.0,,1,1,0,1,1,2,110
sohna road,flat,mvn athens,0.24,7056.0,340.0,Carpet area: 340.09 (31.6 sq.m.),1,1,1,12.0,West,Relatively new property,,,340.13924000000003,0,0,0,0,0,1,66
sector 90,flat,shree vardhman flora,0.9,4615.0,1950.0,Super Built up area 1950(181.16 sq.m.),3,4,3,4.0,South-West,Relatively new property,1950.0,,,1,0,0,0,0,1,165
sector 37c,flat,imperia the esfera,0.99,5500.0,1800.0,Super Built up area 1815(168.62 sq.m.),3,3,1,10.0,North-East,New Property,1815.0,,,1,0,0,0,0,1,49
sohna road,flat,eldeco accolade,0.96,6571.0,1461.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,14.0,East,Relatively new property,1457.0,,849.0,0,1,0,0,0,1,151
sector 95,flat,signature the roselia,0.45,7908.0,569.0,Carpet area: 569 (52.86 sq.m.),2,2,2,2.0,East,New Property,,,569.0,0,0,0,0,0,0,31
sector 111,flat,puri diplomatic greens,2.65,11963.0,2215.0,Super Built up area 2215(205.78 sq.m.),3,4,3+,19.0,South-East,Relatively new property,2215.0,,,1,1,0,1,1,1,65
sector 81,flat,vipul lavanya,0.6,6666.0,900.0,Carpet area: 900 (83.61 sq.m.),2,2,1,0.0,East,Relatively new property,,,900.0,0,0,0,0,0,1,49
sector 39,house,independent,7.0,10000.0,7000.0,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),10,11,3+,4.0,South-East,Relatively new property,,7000.0,,0,0,0,1,0,0,38
sector 37d,flat,signature global city,1.0,8160.0,1225.0,Built Up area: 1250 (116.13 sq.m.)Carpet area: 915 sq.ft. (85.01 sq.m.),3,3,3,4.0,South-East,Under Construction,,1250.0,915.0,0,0,0,0,0,1,49
sector 81,flat,bestech park view grand spa,2.2,8270.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),3,4,3+,8.0,East,Relatively new property,2660.0,,2300.0,1,0,0,0,0,0,165
sector 37d,flat,ramprastha the edge towers,1.0,5649.0,1770.0,Super Built up area 1770(164.44 sq.m.),3,3,3+,13.0,Na,Moderately New Property,1770.0,,,0,0,0,0,0,1,38
sector 113,flat,tata gurgaon gateway,3.21,11825.0,2715.0,Super Built up area 2520(234.12 sq.m.),3,3,3,9.0,Na,New Property,2520.0,,,0,0,0,0,0,1,49
sohna road,flat,breez global hill view,0.35,5319.0,658.0,Built Up area: 658 (61.13 sq.m.)Carpet area: 554.17 sq.ft. (51.48 sq.m.),2,2,2,18.0,Na,New Property,,658.0,554.17,0,0,0,0,0,1,15
sector 81,flat,signature global synera,0.49,6666.0,735.0,Super Built up area 735(68.28 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 635 sq.ft. (58.99 sq.m.),2,2,3,5.0,South,Relatively new property,735.0,700.0,635.0,0,0,0,0,0,1,117
sector 92,flat,sare green parc,0.85,6538.0,1300.0,Built Up area: 1300 (120.77 sq.m.),3,2,2,20.0,Na,Undefined,,1300.0,,0,0,0,0,0,1,0
sector 104,flat,ats triumph,4.45,6846.0,6500.0,Carpet area: 6500 (603.87 sq.m.),4,5,3+,27.0,North,Relatively new property,,,6500.0,0,0,0,0,0,1,110
sector 102,flat,emaar gurgaon greens,1.4,8484.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,9.0,South-West,Relatively new property,1650.0,,1200.0,1,0,0,0,0,1,49
sector 82,flat,vatika the seven lamps,0.94,6567.0,1431.0,Super Built up area 1435(133.32 sq.m.),2,2,2,12.0,East,Relatively new property,1435.0,,,0,1,0,0,0,0,103
sector 102,flat,emaar gurgaon greens,1.54,9333.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,12.0,North-East,Relatively new property,1650.0,,1022.58,1,0,0,0,0,1,61
sector 70a,house,bptp visionnaire,6.0,22222.0,2700.03,Plot area 300(250.84 sq.m.),5,4,3,3.0,North-East,New Property,,2700.0,,0,1,0,0,0,1,40
sector 86,flat,pyramid urban homes 2,0.43,8582.0,501.0,Carpet area: 501 (46.54 sq.m.),2,2,1,6.0,North-East,New Property,,,501.0,0,0,1,0,0,1,72
manesar,flat,sbr minda sec-1 imt manesar,0.64,4193.0,1526.0,Carpet area: 1526 (141.77 sq.m.),3,2,3+,6.0,East,Old Property,,,1526.0,0,0,0,0,0,1,51
sector 85,flat,orris aster court premier,1.73,6757.0,2560.0,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.),4,5,3+,8.0,East,Relatively new property,2560.0,2017.0,,1,0,0,0,0,1,16
sector 109,flat,sbtl caladium,1.35,7180.0,1880.0,Super Built up area 1880(174.66 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),3,2,3+,12.0,West,Relatively new property,1880.0,,1128.0,0,0,0,0,0,1,128
sector 28,house,suncity essel towers,8.95,17900.0,5000.0,Plot area 5000(464.52 sq.m.),5,6,3+,4.0,Na,Moderately New Property,,5000.0,,0,0,0,0,0,1,0
sector 67a,flat,ireo the corridors,1.4,9433.0,1484.0,Super Built up area 1484(137.87 sq.m.)Carpet area: 860 sq.ft. (79.9 sq.m.),2,2,2,8.0,North,Relatively new property,1484.0,,860.0,0,1,1,0,0,1,90
